class,instance,variant,rows,basic_structural,basic_slack,max_coefficient_rel_error,max_rhs_rel_error,min_factor,max_factor,nnz,kappa1_seed0,kappa1_seed1,kappa1_seed2,estimator_max_min,lu_componentwise_backward_error,basis_sha256,lp_sha256
full,instance001.txt,SA-Aug,23763,14231,9532,1.9437419795566738e-16,2.9941573511260927e-16,8.747569678766001e-06,37.505126161988606,57555,168065490584365.44,168065490584365.44,168065490584365.44,1.0,3.958224930036032e-12,f1dd00c107eee435113d9c82c45f96b7b50e61e2f68c9f6f37d7604aac141c2c,60ba8544e2f0f9f1647c2dde1c8d854f59ea9498857dbd8113142e79d9c65e78
full,instance001.txt,Flat-Aug,23763,14231,9532,2.1009059776892522e-16,2.9941573511260927e-16,8.747569678766001e-06,37.505126161988606,57555,168065490584364.88,168065490584364.88,168065490584364.88,1.0,5.032005522448335e-12,765a0e934824d716cbfba26baa03fcde5f4b06e372c2b7eafbcf1989d1a9102a,328d6b1ab625bc08cbdc0a8ce275a1a5bec7bde2d32ecc741d9c9c99187e17c0
full,instance001.txt,SA-Mat,23763,14231,9532,1.2402135967791906e-16,0.0,8.747569678766001e-06,37.505126161988606,57555,168068235640971.94,168068235640971.94,168068235640971.94,1.0,4.998365164531719e-12,92857fe1fc82c50a42e95d1b2632e5f41441932098d33ad145171f4a50635fe7,1306989794645f330995890f2d32cfddc9ed54defda892844295081b55e2be9a
full,instance001.txt,Flat-Mat,23763,14231,9532,1.2402135967791906e-16,0.0,8.747569678766001e-06,37.505126161988606,57555,168068235640971.94,168068235640971.94,168068235640971.94,1.0,5.33803184046202e-13,3a9717c52e9d62e831ff96cf4103e30e55a95f7b5c6ec23a04bddf109949190d,caf8c66f85e2ce954cfe1497386ff73cf5feaaed78fa27f564f594c68881becd
full,instance001.txt,Ruiz,23763,14231,9532,4.2941030880031666e-16,4.746120984886279e-16,8.747569678766003e-06,26659.28612256942,57555,152927233574877.72,152927233574877.72,152927233574877.72,1.0,3.3947006844735917e-09,4bed1dbf7c99b69d1af82a515cca23f92b0fb31078827b949421034ee58e100a,dd7b30aa894855f9c20376926219ca19c486340184874ea90fe720f0e7ab1bc7
full,instance002.txt,Base,23763,14207,9556,0.0,0.0,1.0,1.0,57555,5.959418689334871e+20,5.959418689334871e+20,5.959418689334871e+20,1.0,2.1953021424514642e-10,c6df25f588ded36846646c33f7403a2d576be3294b01419b7e8c8fd9e7f65815,ea1b950822c4e248ef0b839802709f30d0fe0529d598a025831e36659c7a51e9
full,instance002.txt,SA-Aug,23763,14207,9556,1.910717391669698e-16,3.0213936719552625e-16,8.42324318768967e-06,39.9845622100349,57555,874012609232697.2,874012609232697.2,874012609232697.2,1.0,2.8980106747796018e-11,38c349340cee2d732dd502fde337ec3b4cca25797a55c140f9fec01a9b930072,8c67383559ab8769c0531c1ae44f963bbdee87167b37deaf7a7a2aa5ac1a76cd
full,instance002.txt,Flat-Aug,23763,14207,9556,2.1299019415888078e-16,3.0213936719552625e-16,8.42324318768967e-06,39.9845622100349,57555,874012609232696.0,874012609232696.0,874012609232696.0,1.0,2.8980106747796018e-11,dfe21f9a2b36f50ab12d814259075a73fa2c2f972f736190635cded048853121,27a5f3bc45e94096e79eca3e64d7e100b9cd5fb3512d44f8afdf907d5ce2b4cc
full,instance002.txt,SA-Mat,23763,14207,9556,1.4508738732574746e-16,1.8026496827208789e-16,8.42324318768967e-06,39.9845622100349,57555,874019790837749.6,874019790837749.6,874019790837749.6,1.0,2.0547340019074034e-11,ab1d9f41a27ed5dcfe8dc39c6dc2259d5d07f887c6e462169994a3a5b12c659f,08b118260722c9d59d4b2878c82b92206fb3e5dc4efcf8449dd5e901fc71a1fa
full,instance002.txt,Flat-Mat,23763,14207,9556,1.4508738732574746e-16,1.8026496827208789e-16,8.42324318768967e-06,39.9845622100349,57555,874019790837749.6,874019790837749.6,874019790837749.6,1.0,2.2751683288002438e-11,d707c20263a018a7a09a129511751868a772f3be595182f8a1af75ca1958b7b6,b0f1fe97f92441c286d238bb793a9b2f650c2db2e8527fefa7d39d00f8f0b7a1
